Id,Name,WeekSales,WeekPSales,WeekBudget,WeekPBudget,PrevPeriodSales,PrevPeriodBudget,Date,ExpenseType
1210,Credit Card Processing,103.54,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1211,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1212,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1213,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1214,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1215,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1216,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1217,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1218,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1219,Food,13201.21,0.9616988,0,0,15045.67,0,2/5/2018 12:00:00 AM,Sales
1220,Beverage,462.88,0.03372047,0,0,535.68,0,2/5/2018 12:00:00 AM,Sales
1221,Other,62.88,0.004580762,0,0,62.55999,0,2/5/2018 12:00:00 AM,Sales
1222,Food,5309.61,0.4022062,0,0,3398.106,0,2/5/2018 12:00:00 AM,Cost of Sales
1223,Beverage,125.8625,0.2719117,0,0,0,0,2/5/2018 12:00:00 AM,Cost of Sales
1224,Paper Goods,616.53,0.04491376,0,0,1040.839,0,2/5/2018 12:00:00 AM,Cost of Sales
1225,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1226,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1227,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1228,Credit Card Processing,345.9681,0.02596184,0,0,405.21,0,1/29/2018 4:00:00 AM,Overhead Expense
1229,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1230,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1231,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1232,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1233,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1234,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1235,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1236,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1237,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1238,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1239,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1240,Credit Card Processing,109.06,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1241,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1242,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1243,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1244,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1245,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1246,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1247,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1248,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1249,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1250,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1251,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1252,Credit Card Processing,109.06,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1253,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1254,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1255,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1256,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1257,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1258,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1259,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1260,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1261,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1262,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1263,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1264,Credit Card Processing,109.06,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1265,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1266,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1267,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1268,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1269,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1270,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1271,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1272,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1273,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1274,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1275,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1276,Credit Card Processing,109.06,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1277,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1278,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1279,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1280,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1281,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1282,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1283,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1284,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1285,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1286,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1287,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1288,Credit Card Processing,109.06,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1289,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1290,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1291,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1292,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1293,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1294,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1295,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1296,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1297,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1298,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1299,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1300,Credit Card Processing,119.04,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1301,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1302,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1303,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1304,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1305,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1306,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1307,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1308,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1309,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1310,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1311,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1312,Credit Card Processing,148.6399,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1313,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1314,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1315,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1316,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1317,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1318,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1319,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1320,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1321,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1322,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1323,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1324,Credit Card Processing,335.3399,0,0,0,749.8082,0,1/29/2018 4:00:00 AM,Overhead Expense
1325,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1326,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1327,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1328,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1329,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1330,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1331,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1332,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1333,Food,13860.08,0.9519749,0,0,47948.81,0,2/19/2018 12:00:00 AM,Sales
1334,Beverage,603.941,0.04148149,0,0,1747.141,0,2/19/2018 12:00:00 AM,Sales
1335,Other,95.26998,0.006543588,0,0,291.66,0,2/19/2018 12:00:00 AM,Sales
1336,Food,2551,0.1840538,0,0,10782.7,0,2/19/2018 12:00:00 AM,Cost of Sales
1337,Beverage,0,0,0,0,125.8625,0,2/19/2018 12:00:00 AM,Cost of Sales
1338,Paper Goods,550.29,0.0377965,0,0,1960.27,0,2/19/2018 12:00:00 AM,Cost of Sales
1339,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1340,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1341,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1342,Credit Card Processing,155.1099,0,0,0,1054.018,0,1/29/2018 4:00:00 AM,Overhead Expense
1343,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1344,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1345,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1346,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1347,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1348,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1349,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1350,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1351,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1352,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1353,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1354,Credit Card Processing,73.88,0,0,0,1136.058,0,1/29/2018 4:00:00 AM,Overhead Expense
1355,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1356,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1357,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1358,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1359,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1360,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1361,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1362,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1363,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1364,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1365,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1366,Credit Card Processing,75.25999,0,0,0,1136.058,0,1/29/2018 4:00:00 AM,Overhead Expense
1367,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1368,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1369,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1370,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1371,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1372,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1373,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1374,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1375,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1376,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1377,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1378,Credit Card Processing,75.25999,0,0,0,1136.058,0,1/29/2018 4:00:00 AM,Overhead Expense
1379,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1380,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1381,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1382,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1383,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1384,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1385,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1386,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1387,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1388,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1389,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1390,Credit Card Processing,83.68001,0,0,0,1223.43,0,1/29/2018 4:00:00 AM,Overhead Expense
1391,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1392,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1393,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1394,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1395,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1396,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1397,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1398,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1399,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1400,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1401,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1402,Credit Card Processing,108.22,0,0,0,1223.43,0,1/29/2018 4:00:00 AM,Overhead Expense
1403,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1404,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1405,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1406,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1407,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1408,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1409,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1410,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1411,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1412,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1413,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1414,Credit Card Processing,109.27,0,0,0,1223.43,0,1/29/2018 4:00:00 AM,Overhead Expense
1415,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1416,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1417,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1418,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1419,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1420,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1421,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1422,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1423,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1424,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1425,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1426,Credit Card Processing,155.9299,0,0,0,1223.43,0,1/29/2018 4:00:00 AM,Overhead Expense
1427,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1428,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1429,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1430,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1431,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1432,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1433,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1434,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1435,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1436,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1437,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1438,Credit Card Processing,156.34,0,0,0,1223.43,0,1/29/2018 4:00:00 AM,Overhead Expense
1439,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1440,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1441,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1442,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1443,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1444,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1445,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1446,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1447,Payroll,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1448,Payroll Taxes,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1449,Benefits & Expenditures,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Payroll
1450,Credit Card Processing,374.6407,0,0,0,1223.43,0,1/29/2018 4:00:00 AM,Overhead Expense
1451,Direct Operating,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1452,Administrative,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1453,Advertising and Promotion,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1454,Repairs & Maintenance,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1455,Occupancy Cost,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Overhead Expense
1456,Owners Draws,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1457,Loan Payment,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1458,Loan Tax,0,0,0,0,0,0,1/29/2018 4:00:00 AM,Takeaway
1459,Food,1357.54,0.1296315,0,0,0,0,2/26/2018 12:00:00 AM,Cost of Sales
1460,Beverage,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Cost of Sales
1461,Paper Goods,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Cost of Sales
1462,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1463,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1464,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1465,Credit Card Processing,282.2197,0.02306568,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1466,Direct Operating,408.34,0.3405018,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1467,Administrative,149.38,0.1245633,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1468,Advertising and Promotion,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1469,Repairs & Maintenance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1470,Occupancy Cost,942.07,0.7855624,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1471,Owners Draws,750,0.6254013,0,0,0,0,2/26/2018 12:00:00 AM,Takeaway
1472,Loan Payment,1125,0.9381019,0,0,0,0,2/26/2018 12:00:00 AM,Takeaway
1473,Loan Tax,300,0.2501605,0,0,0,0,2/26/2018 12:00:00 AM,Takeaway
1474,Food,10472.3,0.9619201,0,0,0,0,2/26/2018 12:00:00 AM,Sales
1475,Other,67.90999,0.006237788,0,0,0,0,2/26/2018 12:00:00 AM,Sales
1476,Beverage,346.6602,0.03184205,0,0,0,0,2/26/2018 12:00:00 AM,Sales
1477,Electric,228.14,0,0,0,0,0,2/26/2018 12:00:00 AM,Utilities
1478,Water,36.78,0,0,0,0,0,2/26/2018 12:00:00 AM,Utilities
1479,Gas,38.25,0,0,0,0,0,2/26/2018 12:00:00 AM,Utilities
1480,Monthly Cleaning,25,0,0,0,0,0,2/26/2018 12:00:00 AM,Janitorial & Chemical
1481,Cleaning Tools & Supplies,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Janitorial & Chemical
1482,Chemicals,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Janitorial & Chemical
1483,Operating Linen,57.65,0,0,0,0,0,2/26/2018 12:00:00 AM,Laundry & Linen
1484,Pandora,1.99,0,0,0,0,0,2/26/2018 12:00:00 AM,Music & Entertainment
1485,Spotify,1.99,0,0,0,0,0,2/26/2018 12:00:00 AM,Music & Entertainment
1486,Pest Control,15,0,0,0,0,0,2/26/2018 12:00:00 AM,Contract Services
1487,Hood Cleaning,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Contract Services
1488,Knife Sharpening,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Contract Services
1489,Fire Suppression Check,3.54,0,0,0,0,0,2/26/2018 12:00:00 AM,Contract Services
1490,Kitchen Supplies,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Misc. Operating
1491,Freight & Delivery,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Misc. Operating
1492,License & Permits,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Misc. Operating
1493,Telephone & Internet,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Misc. Operating
1494,Liability Insurance,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Misc. Operating
1495,Other Direct Operating Expenses,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Misc. Operating
1496,Beverage,578.0402,0.04100094,0,0,346.6602,0,3/5/2018 12:00:00 AM,Sales
1497,Food,13437.19,0.9531125,0,0,10472.3,0,3/5/2018 12:00:00 AM,Sales
1498,Other,82.99,0.00588656,0,0,67.90999,0,3/5/2018 12:00:00 AM,Sales
1499,Food,2429.73,0.1808213,0,0,1357.54,0,3/5/2018 12:00:00 AM,Cost of Sales
1500,Beverage,0,0,0,0,0,0,3/5/2018 12:00:00 AM,Cost of Sales
1501,Paper Goods,1209.31,0.08577752,0,0,0,0,3/5/2018 12:00:00 AM,Cost of Sales
1502,Payroll,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1503,Payroll Taxes,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1504,Benefits & Expenditures,0,0,0,0,0,0,2/26/2018 12:00:00 AM,Payroll
1505,Credit Card Processing,71.13,0.02306568,0,0,265.17,0,2/26/2018 12:00:00 AM,Overhead Expense
1506,Direct Operating,408.34,0.3405018,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
1507,Administrative,149.38,0.1245633,0,0,0,0,2/26/2018 12:00:00 AM,Overhead Expense
